ORIG_SEQ,RASTERVALU,x_coordinate,y_coordinate
553,389.9502563,-78.90062181,35.99373677
554,386.4806213,-78.89924709,35.99281527
555,389.3268127,-78.89813561,35.99168749
556,393.7175293,-78.89729868,35.99041223
557,397.0127258,-78.89661604,35.98907694
558,402.4793091,-78.89588024,35.9877606
559,405.9202576,-78.89480312,35.98661401
560,409.8532104,-78.89336549,35.98576352
561,413.2279968,-78.89177758,35.98510362
562,414.7801208,-78.89017713,35.98446423
563,412.4746704,-78.88859342,35.98379561
564,407.6321716,-78.88700778,35.98313001
565,405.2633057,-78.88542361,35.98246208
566,404.6213989,-78.88384101,35.98179171
567,405.3447266,-78.88226615,35.98110959
568,406.8734436,-78.88068517,35.98043684
569,409.7235107,-78.87910076,35.97976924
570,410.0363464,-78.87751635,35.97910165
571,407.1036072,-78.87590753,35.97847504
572,402.6634521,-78.87436077,35.97775326
573,398.7103271,-78.87294824,35.97686917
574,393.3662415,-78.87161028,35.97591153
575,389.743866,-78.87027625,35.97495013
576,391.8564453,-78.86893953,35.97399118
577,395.145813,-78.86757842,35.97305496
578,396.3978271,-78.86622322,35.97211346
579,393.442749,-78.86484237,35.97119635
580,390.9679565,-78.86347649,35.97026466
581,394.4200134,-78.86213152,35.96931369
582,397.4021912,-78.86097122,35.96821868
583,400.9975586,-78.85996324,35.96702521
584,404.032959,-78.85897112,35.96582297
585,404.4237061,-78.85797078,35.96462521
586,406.3973083,-78.85699292,35.96341526
587,408.9401245,-78.85606909,35.96217791
588,408.4082031,-78.85527729,35.96088372
589,405.6978455,-78.85470892,35.95951307
590,405.1954346,-78.85411994,35.95814804
591,403.9961548,-78.8535272,35.95678402
592,402.2927246,-78.85293446,35.95541998
593,395.6338196,-78.85241973,35.95403831
594,398.2640991,-78.85165853,35.95273154
595,397.8317566,-78.85061669,35.95156335
596,394.4098816,-78.8493884,35.95051341
597,389.5713501,-78.84835745,35.94933681
598,383.6514282,-78.84779511,35.94797169
599,381.4315186,-78.84763277,35.94653635
600,375.1999817,-78.84801122,35.94512707
601,371.9683533,-78.84859872,35.94376152
602,374.8232727,-78.84909701,35.94237376
603,379.8561096,-78.84928377,35.94093763
604,382.2139282,-78.84933198,35.93949206
605,379.0736084,-78.849391,35.93804698
606,379.3026123,-78.84961706,35.93661554
607,379.4736633,-78.85013078,35.93523065
608,375.9836731,-78.85073778,35.93387035
609,372.6635742,-78.85132312,35.93250395
610,372.2888184,-78.85181706,35.93111466
611,372.600647,-78.85220534,35.9297046
612,370.8413086,-78.85236926,35.92826559
613,368.6741028,-78.85239815,35.92681934
614,366.4606934,-78.85242236,35.92537295
615,367.9839783,-78.85242006,35.92392643
616,369.8956909,-78.85242711,35.9224799
617,374.0150757,-78.85244694,35.9210334
618,378.7485352,-78.85247875,35.91958703
619,378.1018677,-78.85252041,35.91814085
620,374.3943176,-78.85254484,35.91669432
621,371.0452881,-78.85257754,35.9152479
622,367.8102112,-78.85259331,35.91380123
623,363.887146,-78.85261128,35.91235455
624,360.7472229,-78.85263561,35.91090791
625,360.6028442,-78.85266884,35.90946137
626,359.0850525,-78.85268896,35.90801463
627,359.1596375,-78.85272075,35.90656803
628,358.8720093,-78.852755,35.90512153
629,356.1474304,-78.85275543,35.90367462
630,356.8318481,-78.85265912,35.90223043
631,357.1883545,-78.8522481,35.90082554
632,358.0739136,-78.8516597,35.89945949
633,361.4841003,-78.85106743,35.89809441
634,367.2105408,-78.85047685,35.89672882
635,370.6057129,-78.84994654,35.89534723
636,377.5997009,-78.84960959,35.89392885
637,381.8972168,-78.84963691,35.89248486
638,386.4353027,-78.84994563,35.89105987
639,392.5247498,-78.85029628,35.88964086
640,396.9170837,-78.8505652,35.8882114
641,399.3009644,-78.85068964,35.88676785
642,402.1658936,-78.85086233,35.88532798
643,404.8366699,-78.85120831,35.88390961
644,406.122406,-78.85180266,35.8825453
645,405.3580933,-78.85247826,35.88120559
646,401.2133484,-78.85316521,35.87986955
647,396.6984558,-78.85384537,35.87853121
648,393.7448425,-78.85449387,35.87718272
649,390.5308228,-78.85489368,35.87577797
650,389.92276,-78.85477804,35.87433737
651,384.7598572,-78.85411964,35.87300019
652,388.7322998,-78.85326587,35.87172876
653,390.800415,-78.85239839,35.87046338
654,393.855957,-78.85150418,35.8692103
655,397.0604553,-78.85060607,35.867959
656,394.960022,-78.84970794,35.86670768
657,391.6776123,-78.8488098,35.86545635
658,387.7269287,-78.84791166,35.86420501
659,386.7732849,-78.8470266,35.86294754
660,388.8672485,-78.84613909,35.8616912
661,387.6172791,-78.84524246,35.86043908
662,382.0784912,-78.84437412,35.85917422
663,376.907074,-78.84368029,35.85784381
664,373.0332642,-78.84330043,35.85643015
665,369.9089661,-78.84300501,35.85500237
666,368.5423584,-78.84254158,35.8536057
667,371.9364929,-78.84179796,35.85229224
668,375.2948303,-78.8408729,35.85105409
669,376.1622314,-78.83993858,35.84982005
670,372.6958618,-78.83899465,35.8485908
671,371.2275696,-78.83804024,35.84736686
672,370.1074524,-78.83708327,35.84614421
673,367.1151123,-78.8361381,35.84491556
674,363.0484009,-78.83519533,35.84368566
675,359.461731,-78.83424358,35.84246028
676,353.4641724,-78.83330192,35.84122978
677,347.5751953,-78.832367,35.83999588
678,343.730072,-78.83143513,35.83876051
679,341.6820984,-78.83064021,35.8374671
680,338.1335144,-78.83012649,35.8360828
681,334.8789978,-78.82985751,35.83465222
682,330.3074036,-78.82965599,35.83321332
683,322.4711914,-78.82943928,35.83177579
684,311.7077332,-78.8291004,35.83035483
685,313.2884827,-78.82852969,35.82898387
686,308.7534485,-78.82783581,35.82764943
687,303.2910767,-78.82712799,35.82631969
688,300.9711609,-78.82640853,35.82499403
689,301.4942627,-78.82568758,35.82366889
690,300.6247253,-78.82496856,35.82234306
691,302.0245361,-78.82424499,35.82101884
692,306.9891052,-78.82352301,35.81969401
693,313.016571,-78.82285722,35.81835049
694,319.3808289,-78.82255168,35.81693085
695,323.8982544,-78.82274567,35.81549607
696,329.4274902,-78.82341406,35.81415611
697,333.4683533,-78.82422999,35.81286752
698,333.8984985,-78.82501086,35.81156654
699,344.0071106,-78.82525045,35.81013599
700,342.9905701,-78.82503665,35.80870086
701,353.5510559,-78.82431394,35.8073821
702,356.4464722,-78.82324787,35.80622267
703,363.4674377,-78.82202344,35.8051681
704,369.3044739,-78.82062453,35.80427187
705,374.8706055,-78.8189871,35.80370492
706,379.5912476,-78.81722373,35.80351818
707,379.5351257,-78.81544349,35.80361852
708,387.52005,-78.81365804,35.80364618
709,385.036499,-78.81189834,35.80341072
710,395.5844727,-78.8102063,35.80295379
711,395.567627,-78.80868684,35.80219642
712,406.6959534,-78.8072311,35.80135698
713,412.4415283,-78.80581506,35.80047405
714,415.0735474,-78.80438701,35.79960367
715,425.840271,-78.80295896,35.79873328
716,430.1114502,-78.80153091,35.7978629
717,440.6484985,-78.80009946,35.79699624
718,434.9042969,-78.79864792,35.79615177
719,437.499939,-78.79719676,35.7953069
720,449.0076599,-78.79577378,35.79443122
721,447.0066223,-78.79433759,35.79356994
722,452.2643433,-78.79288737,35.79272399
723,461.6999207,-78.7914299,35.79188664
724,466.7868652,-78.78990426,35.79113504
725,468.4683533,-78.7882943,35.79050982
726,471.4597473,-78.78661818,35.79000877
727,480.3718262,-78.78493777,35.78951729
728,488.1977234,-78.78325154,35.78903909
729,493.6341248,-78.78154631,35.78861107
730,497.2549744,-78.77977693,35.78845347
731,498.4953308,-78.77802241,35.78869621
732,496.4032898,-78.77643376,35.78934093
733,473.4418945,-78.77496933,35.79017066
734,494.8530884,-78.77350762,35.79100355
735,496.0310669,-78.77201931,35.79180387
736,496.2770996,-78.77038807,35.79238837
737,498.2810364,-78.76865118,35.79271483
738,500.1586609,-78.76687008,35.79279561
739,499.4239502,-78.76510302,35.79259615
740,497.8114929,-78.76335302,35.79230547
741,496.3962708,-78.76160306,35.79201463
742,495.3207092,-78.75985269,35.7917254
743,497.5525818,-78.75810285,35.79143406
744,501.7507019,-78.75635356,35.79114057
745,503.9311523,-78.7546038,35.79084895
746,500.8467712,-78.75285403,35.79055732
747,495.3844604,-78.7511027,35.79027195
748,489.6193237,-78.74935245,35.78998223
749,482.7684631,-78.74760244,35.78969157
750,484.3849487,-78.74585268,35.78939994
751,485.660675,-78.74410303,35.78910783
752,487.0643005,-78.7423529,35.78881765
753,486.453064,-78.74060289,35.78852702
754,482.1018982,-78.7388535,35.78823392
755,476.9332581,-78.73710276,35.78794617
756,472.917572,-78.73535446,35.78764882
757,474.4031677,-78.7336034,35.78736236
758,475.1018372,-78.73185401,35.78706922
759,475.2812195,-78.73010406,35.78677832
760,476.1606445,-78.728354,35.78648785
761,475.497467,-78.72659306,35.78624966
762,475.5875549,-78.72480953,35.78625051
763,475.6536865,-78.72305678,35.78651973
764,475.3594055,-78.72139909,35.78705332
765,475.5328369,-78.71984429,35.78776614
766,475.6372681,-78.71830489,35.78850121
767,478.7241211,-78.71676618,35.78923724
768,484.1161499,-78.7152282,35.78997427
769,489.1285095,-78.71368876,35.79070929
770,493.5933838,-78.71215397,35.79145066
771,494.9527588,-78.71061636,35.79218817
772,492.5410156,-78.70907796,35.79292455
773,488.6189575,-78.70752728,35.79364322
774,483.1834412,-78.70591123,35.79425914
775,478.8877258,-78.70423223,35.79475206
776,474.408844,-78.70250508,35.79511995
777,469.3401489,-78.70074287,35.79535279
778,463.9923401,-78.69896251,35.79546403
779,459.6377869,-78.69717746,35.79542798
780,455.047821,-78.69540397,35.79526092
781,450.4277039,-78.6936565,35.79496327
782,446.267395,-78.69195007,35.79453734
783,441.2995605,-78.69030584,35.79396194
784,438.1655884,-78.68872537,35.79328864
785,433.6272278,-78.68722748,35.79250024
786,428.6969299,-78.68578542,35.79164518
787,423.8941345,-78.68434206,35.7907915
788,419.1426392,-78.6829044,35.78993149
789,414.1678772,-78.68141372,35.78913428
790,410.0225525,-78.67983386,35.78845918
791,405.09552,-78.67821217,35.78785178
792,399.6056213,-78.67658508,35.78725374
793,394.249939,-78.67495875,35.78665435
794,390.506897,-78.67332842,35.78606215
795,368.0635376,-78.67169773,35.78547063
796,380.9814453,-78.67007415,35.78486635
797,376.6651306,-78.66844393,35.78427393
798,372.3238525,-78.66681237,35.78368393
799,368.867981,-78.66517924,35.78309681
800,365.4169922,-78.66356396,35.78247821
801,361.0040894,-78.66194868,35.78185967
802,357.8812256,-78.6603152,35.78127318
803,353.7020569,-78.65868294,35.78068444
804,347.3453674,-78.65705477,35.78008829
805,342.1418762,-78.6554278,35.77949
806,336.1853638,-78.6538004,35.77889247
807,329.8965759,-78.65217082,35.77829884
808,323.8318787,-78.65054032,35.77770689
809,317.2704468,-78.64891457,35.77710709
810,311.523468,-78.64740956,35.77633368
811,311.6979065,-78.64606668,35.7753784
812,311.1014404,-78.64492046,35.7742707
813,282.3161011,-78.64392387,35.77306869
814,298.8708496,-78.64296913,35.77184377
815,294.6314087,-78.64201018,35.77062097
816,276.4286804,-78.64106891,35.76938923
817,281.0654907,-78.64014739,35.76814888
818,277.2314758,-78.6393589,35.76684905
819,271.7795715,-78.63862998,35.76552597
820,265.9757996,-78.63790743,35.76420038
821,261.1552124,-78.63718488,35.76287477
822,255.4745331,-78.63644096,35.76155703
823,250.325943,-78.6357257,35.76022882
824,242.5401611,-78.63506675,35.75888158
825,241.3490601,-78.63455229,35.75749705
826,243.0134125,-78.63429719,35.75606239
827,246.1900635,-78.63407084,35.75462445
828,253.5516968,-78.63399567,35.75317881
829,257.7839661,-78.63422657,35.75174308
830,262.6368713,-78.63460285,35.75032596
831,266.7392578,-78.63506701,35.74892788
832,270.6603088,-78.63581325,35.74761173
833,275.6170349,-78.63663171,35.74632322
834,278.1044312,-78.63745437,35.7450364
835,281.8851013,-78.63822118,35.74372763
836,289.0513611,-78.63854247,35.74231181
837,290.1479187,-78.63834132,35.74087558
838,295.1243591,-78.63779098,35.73950158
839,298.2237549,-78.63700284,35.73820051
840,301.6141663,-78.63620101,35.73690484
841,307.6570435,-78.63539917,35.73560914
842,311.8857422,-78.63460643,35.73430977
843,318.1849976,-78.63380036,35.73301639
844,323.4992981,-78.63266548,35.73190755
845,327.0143738,-78.63119338,35.73108935
846,330.3455505,-78.62993738,35.73006935
847,336.826416,-78.62894225,35.7288651
848,341.9713745,-78.62807862,35.72759727
849,346.1976624,-78.62729751,35.72629311
850,349.357666,-78.6266961,35.72493416
851,349.3101196,-78.62669241,35.72349266
852,346.8348389,-78.62705688,35.72207453
853,349.5796814,-78.62694453,35.72063657
854,353.5887451,-78.62630385,35.71928529
855,357.2589722,-78.62559346,35.71795461
856,362.6247559,-78.62487408,35.71662736
857,365.922821,-78.62398649,35.7153709
858,369.9298706,-78.62283228,35.71426716
859,372.1443176,-78.62144254,35.71336674
860,374.8011169,-78.61985407,35.71270445
861,373.9762878,-78.61824867,35.71206853
862,371.8812866,-78.61664359,35.71143213
863,369.5237122,-78.61503137,35.71080757
864,369.3239746,-78.61341899,35.71018325
865,370.4306335,-78.61180521,35.70956133
866,370.6099548,-78.61019143,35.70893941
867,371.5998535,-78.60857764,35.70831749
868,375.4122925,-78.60696386,35.70769556
869,379.3904724,-78.60535007,35.70707363
870,384.0959778,-78.60373628,35.70645171
871,387.7592163,-78.60212249,35.70582978
872,389.0427551,-78.60050869,35.70520785
873,386.9418335,-78.59889489,35.70458593
874,386.2046509,-78.59728109,35.703964
875,383.544342,-78.59566728,35.70334207
876,382.8105469,-78.59405348,35.70272014
877,386.9463501,-78.59243923,35.70209897
878,388.6729736,-78.59082591,35.7014763
879,394.3283997,-78.58921714,35.70084581
880,397.7642822,-78.58760837,35.70021532
881,398.7190247,-78.5859966,35.6995899
882,397.2616577,-78.58432365,35.69908994
883,393.3946838,-78.58254954,35.69898069
884,388.2395935,-78.580805,35.69927451
885,382.8120422,-78.57909593,35.69969635
886,377.791748,-78.57738475,35.70011259
887,371.739563,-78.57567121,35.70052231
888,368.0481873,-78.57393909,35.70086615
889,363.8042603,-78.57216259,35.70081272
890,360.4213867,-78.57045526,35.70039339
891,355.7917786,-78.56878806,35.69987295
892,350.8970947,-78.56712705,35.6993392
893,344.6470642,-78.56546604,35.69880544
894,338.100769,-78.56380756,35.69826657
895,334.9238281,-78.56216637,35.69769484
896,332.3678284,-78.56060417,35.69699463
897,329.0793762,-78.55913844,35.69616753
898,330.6522827,-78.55777796,35.69522772
899,335.9121399,-78.55648533,35.69422687
900,339.6934204,-78.55522087,35.69320215
901,343.6491089,-78.55391929,35.69220906
902,342.3571777,-78.55237517,35.6914982
903,337.4171753,-78.55063528,35.69118882
904,332.1833191,-78.54885587,35.69107192
905,327.0065918,-78.54708745,35.69091285
906,322.4656067,-78.54530733,35.69079202
907,316.1370544,-78.54352977,35.69064978
908,315.5283508,-78.54175656,35.69048229
909,316.0158081,-78.54004532,35.69008054
910,316.6735535,-78.53844645,35.68943517
911,320.9078369,-78.53686488,35.68876076
912,327.0536499,-78.53529272,35.68807195
913,332.214325,-78.53372056,35.68738312
914,337.2920227,-78.5321484,35.6866943
915,342.0135193,-78.53057726,35.68600392
916,347.8224182,-78.52902512,35.68528769
917,351.8447266,-78.5276395,35.68437465
918,353.6534424,-78.52641999,35.68331545
919,361.5614319,-78.52514312,35.68230102
920,366.0145874,-78.52388103,35.68127452
921,363.2295837,-78.52253959,35.68031866
922,359.6883545,-78.52099574,35.67959486
923,359.1622925,-78.5193764,35.67898243
924,359.7369385,-78.51775827,35.67836802
925,360.5043945,-78.51613916,35.67775505
926,365.0716858,-78.51452006,35.67714207
927,366.4152832,-78.51290094,35.67652911
928,363.3098755,-78.51128183,35.67591613
929,359.6628418,-78.50966276,35.67530308
930,358.6990662,-78.50804539,35.67468707
931,359.5087891,-78.50642705,35.67407276
932,360.7717896,-78.50480215,35.67346996
933,359.6905518,-78.50318109,35.6728604
934,356.8692322,-78.50152258,35.67232569
935,354.5700073,-78.49980109,35.67194182
936,350.4764709,-78.49804081,35.67169798
937,345.8521729,-78.49627666,35.67147009
938,341.3581238,-78.49451255,35.67124197
939,336.8137817,-78.4927475,35.67101901
940,331.2120056,-78.49097477,35.67086346
941,325.0089111,-78.48920976,35.67064024
942,322.1686096,-78.48744549,35.67041292
943,326.8406372,-78.48568123,35.67018559
944,332.3919067,-78.48391985,35.66994402
945,332.8460693,-78.48215944,35.6696978
946,338.6949158,-78.48040079,35.66944398
947,343.2030334,-78.4787165,35.66896513
948,344.2402649,-78.47715754,35.66826333
949,341.7163391,-78.47584576,35.66727948
950,337.9437256,-78.47456681,35.66626638
951,334.1924133,-78.4732957,35.66524683
952,331.1651306,-78.47202639,35.66422582
953,330.2817688,-78.4707539,35.66320729
954,331.375,-78.46948389,35.66218668
955,334.4803772,-78.46821386,35.66116608
956,334.5990906,-78.46694382,35.66014547
957,332.6031189,-78.46567379,35.65912484
958,333.7822876,-78.46440375,35.6581042
959,337.6370239,-78.46313372,35.65708355
960,337.9668579,-78.46186368,35.65606289
961,338.431488,-78.46059361,35.65504224
962,340.1461487,-78.45932354,35.65402158
963,335.3713074,-78.45806626,35.65299052
964,331.3269348,-78.45681081,35.65195796
965,334.0682678,-78.45553278,35.65094397
966,333.9855042,-78.45428762,35.64990338
967,329.1063232,-78.45330519,35.64869728
968,331.2122803,-78.4525967,35.64736493
969,332.570343,-78.45195232,35.64601113
970,327.0666809,-78.45131529,35.64465494
971,319.099762,-78.45061884,35.64331838
972,320.0188293,-78.44975277,35.64205416
973,319.8605347,-78.44854108,35.64099248
974,323.4164734,-78.44715398,35.64007841
975,324.7496643,-78.44572937,35.63920257
976,326.2400208,-78.44430362,35.63832795
977,329.0391541,-78.44287786,35.63745333
978,327.8817749,-78.44146239,35.63656783
979,324.6793823,-78.44004353,35.63568582
980,322.9009399,-78.43862358,35.63480496
981,319.8529968,-78.43720362,35.63392409
982,316.7736816,-78.43578364,35.63304323
983,313.6664124,-78.43436365,35.63216237
984,310.6571045,-78.43294367,35.6312815
985,307.9642334,-78.43152369,35.63040062
986,305.4230042,-78.4301037,35.62951972
987,309.1528625,-78.42868372,35.62863882
988,311.539856,-78.42726373,35.62775792
989,314.4598083,-78.42584371,35.62687703
990,314.2967529,-78.4244237,35.62599613
991,310.625,-78.42300369,35.62511522
992,309.0686951,-78.42158366,35.62423432
993,306.1989441,-78.42016362,35.62335341
994,301.7948303,-78.41874359,35.62247249
995,296.9398193,-78.41732345,35.62159168
996,291.2893372,-78.41590216,35.62071208
997,286.3941956,-78.41448087,35.61983247
998,286.2342529,-78.41305958,35.61895286
999,288.8611755,-78.4116383,35.61807323
1000,292.2098083,-78.41021701,35.6171936
1001,293.2842407,-78.4087957,35.61631396
1002,295.249115,-78.4074322,35.61538103
1003,294.0653076,-78.40600941,35.61450297
1004,293.1722412,-78.40458568,35.6136259
1005,292.2371521,-78.40316179,35.61274901
1006,290.5630798,-78.40173803,35.61187196
1007,288.9845276,-78.40031457,35.61099458
1008,285.3970337,-78.3988911,35.61011719
1009,281.2234192,-78.39746837,35.60923901
1010,276.1477966,-78.39604852,35.60835775
1011,271.3511353,-78.39462839,35.60747677
1012,266.4189453,-78.39320826,35.60659578
1013,261.9293213,-78.39178711,35.60571587
1014,259.3001404,-78.39036579,35.60483613
1015,258.5475159,-78.3889442,35.60395667
1016,258.9593506,-78.38752107,35.60307884
1017,259.9978027,-78.38609795,35.60220101
1018,261.5809937,-78.38467486,35.60132312
1019,259.8153687,-78.38325188,35.60044511
1020,254.6914215,-78.38180189,35.59959739
1021,248.7203674,-78.38036439,35.59873567
1022,245.1183472,-78.37894179,35.59785723
1023,244.8690338,-78.37751919,35.59697878
1024,245.3191376,-78.37609658,35.59610031
1025,245.0432281,-78.37467396,35.59522187
1026,241.5529327,-78.37325132,35.59434342
1027,237.7247162,-78.37182868,35.59346497
1028,237.6467743,-78.37040605,35.5925865
1029,239.8907623,-78.36898341,35.59170802
1030,241.4553833,-78.36756077,35.59082954
1031,242.2921906,-78.36613813,35.58995105
1032,241.2177124,-78.36471547,35.58907257
1033,239.6126556,-78.36329282,35.58819408
1034,238.2627411,-78.36187016,35.58731558
1035,235.7908173,-78.36044749,35.58643708
1036,233.580307,-78.35902482,35.58555857
1037,231.6063385,-78.35760213,35.58468007
1038,230.7331696,-78.35617945,35.58380156
1039,229.3024902,-78.35475676,35.58292305
1040,227.4595337,-78.35333406,35.58204454
1041,225.1631927,-78.35191135,35.58116602
1042,222.8325958,-78.35048864,35.5802875
1043,221.1104126,-78.34906593,35.57940897
1044,220.3615265,-78.34764322,35.57853043
1045,217.0215912,-78.34622048,35.5776519
1046,212.2358856,-78.34479775,35.57677337
1047,207.469635,-78.34337502,35.57589482
1048,202.4108582,-78.34194367,35.57502568
1049,197.5629272,-78.34051878,35.57414952
1050,193.5174255,-78.33909853,35.5732683
1051,189.6503448,-78.3376782,35.57238714
1052,184.9776764,-78.33625632,35.57150763
1053,179.2929077,-78.33483468,35.57062786
1054,173.960083,-78.33341349,35.5697476
1055,169.3244171,-78.33199229,35.56886733
1056,167.8843689,-78.33056381,35.5679949
1057,168.5090637,-78.32913321,35.56712476
1058,168.4860992,-78.32771519,35.5662411
1059,164.2536774,-78.32629745,35.56535712
1060,159.3189087,-78.32487858,35.56447448
1061,155.1885223,-78.32358856,35.56347421
1062,149.8968964,-78.32257413,35.56228052
1063,146.1685181,-78.32180721,35.56097039
1064,137.4703064,-78.32128868,35.55958117
1065,138.1860046,-78.32089969,35.55816297
1066,135.8627319,-78.32043513,35.55676037
1067,138.8547516,-78.3197438,35.55542294
1068,142.9386902,-78.318755,35.55421589
1069,145.9134369,-78.31748801,35.55319748
1070,148.3982849,-78.3160366,35.55235116
1071,142.8610077,-78.31455055,35.55154472
1072,141.1598053,-78.31307746,35.55072265
1073,144.0471497,-78.31160435,35.54990059
1074,149.0614624,-78.31013124,35.54907853
1075,153.9564514,-78.30865814,35.54825645
1076,157.3023376,-78.30718375,35.54743589
1077,158.8513947,-78.30570496,35.54662059
1078,159.3598175,-78.30422624,35.54580518
1079,159.3818207,-78.30274753,35.54498976
1080,154.9019928,-78.30126881,35.54417434
1081,153.617569,-78.29979009,35.54335891
1082,156.3311005,-78.29831138,35.54254347
1083,159.7823639,-78.29683266,35.54172802
1084,162.3508911,-78.29535395,35.54091256
1085,165.0861053,-78.29387523,35.54009709
1086,167.9774323,-78.29239652,35.53928162
1087,171.3148041,-78.2909178,35.53846614
1088,175.4740143,-78.28943948,35.53765017
1089,178.0502625,-78.28796155,35.53683374
1090,177.810318,-78.28648361,35.5360173
1091,177.3431396,-78.28500566,35.53520086
1092,177.8053131,-78.28352771,35.53438441
1093,176.6793671,-78.28204965,35.5335681
1094,176.4166718,-78.28057053,35.53275305
1095,175.7250671,-78.27909141,35.53193799
1096,174.3673553,-78.27761229,35.53112292
1097,173.8663788,-78.27613316,35.53030784
1098,173.6282959,-78.27465404,35.52949275
1099,174.050705,-78.27317492,35.52867766
1100,174.1438751,-78.27184209,35.52794317