train_id,railroad,origin_date,number,all_numbers,name,origin,destination,partial_train,last_updated,current_timezone,threshold,disruption,total_miles,location,stops,latitude,longitude,speed,SHAPE,estt
2023-11-12_AMTK_74,AMTRAK,2023-11-12,74,[74],Piedmont,CLT,RGH,False,1699818337,America/New_York,10,False,173,"{'latitude': 35.495498, 'longitude': -80.624706, 'heading': 45, 'speed': 0.02}","[{'code': 'CLT', 'miles': 0, 'sched_depart': 1699816800, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'KAN', 'miles': 26, 'sched_arrive': 1699818240, 'sched_depart': 1699818300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'SAL', 'miles': 42, 'sched_arrive': 1699819200, 'sched_depart': 1699819260, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'HPT', 'miles': 76, 'sched_arrive': 1699821240, 'sched_depart': 1699821300, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'GRO', 'miles': 92, 'sched_arrive': 1699822320, 'sched_depart': 1699822440, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'BNC', 'miles': 113, 'sched_arrive': 1699823640, 'sched_depart': 1699823700, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'DNC', 'miles': 147, 'sched_arrive': 1699826340, 'sched_depart': 1699826460, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CYN', 'miles': 165, 'sched_arrive': 1699827600, 'sched_depart': 1699827720, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'RGH', 'miles': 173, 'sched_arrive': 1699828560, 'arrive': {'variance': 180, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",35.495498,-80.624706,0.02,POINT (-80.624706 35.495498),18
2023-11-12_AMTK_74,AMTRAK,2023-11-12,74,[74],Piedmont,CLT,RGH,False,1699819407,America/New_York,10,False,173,"{'latitude': 35.666946, 'longitude': -80.466075, 'heading': 45, 'speed': 0.02}","[{'code': 'CLT', 'miles': 0, 'sched_depart': 1699816800, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'KAN', 'miles': 26, 'sched_arrive': 1699818240, 'sched_depart': 1699818300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'SAL', 'miles': 42, 'sched_arrive': 1699819200, 'sched_depart': 1699819260, 'arrive': {'variance': -60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'HPT', 'miles': 76, 'sched_arrive': 1699821240, 'sched_depart': 1699821300, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'GRO', 'miles': 92, 'sched_arrive': 1699822320, 'sched_depart': 1699822440, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'BNC', 'miles': 113, 'sched_arrive': 1699823640, 'sched_depart': 1699823700, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'DNC', 'miles': 147, 'sched_arrive': 1699826340, 'sched_depart': 1699826460, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CYN', 'miles': 165, 'sched_arrive': 1699827600, 'sched_depart': 1699827720, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'RGH', 'miles': 173, 'sched_arrive': 1699828560, 'arrive': {'variance': 180, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",35.666946,-80.466075,0.02,POINT (-80.466075 35.666946),33
2023-11-12_AMTK_74,AMTRAK,2023-11-12,74,[74],Piedmont,CLT,RGH,False,1699821399,America/New_York,10,False,173,"{'latitude': 35.957496, 'longitude': -80.00619, 'heading': 45, 'speed': 0.04}","[{'code': 'CLT', 'miles': 0, 'sched_depart': 1699816800, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'KAN', 'miles': 26, 'sched_arrive': 1699818240, 'sched_depart': 1699818300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'SAL', 'miles': 42, 'sched_arrive': 1699819200, 'sched_depart': 1699819260, 'arrive': {'variance': -60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'HPT', 'miles': 76, 'sched_arrive': 1699821240, 'sched_depart': 1699821300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'GRO', 'miles': 92, 'sched_arrive': 1699822320, 'sched_depart': 1699822440, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'BNC', 'miles': 113, 'sched_arrive': 1699823640, 'sched_depart': 1699823700, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'DNC', 'miles': 147, 'sched_arrive': 1699826340, 'sched_depart': 1699826460, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CYN', 'miles': 165, 'sched_arrive': 1699827600, 'sched_depart': 1699827720, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'RGH', 'miles': 173, 'sched_arrive': 1699828560, 'arrive': {'variance': 180, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",35.957496,-80.00619,0.04,POINT (-80.00619 35.957496),18
2023-11-12_AMTK_74,AMTRAK,2023-11-12,74,[74],Piedmont,CLT,RGH,False,1699822473,America/New_York,10,False,173,"{'latitude': 36.068626, 'longitude': -79.786906, 'heading': 90, 'speed': 0.06}","[{'code': 'CLT', 'miles': 0, 'sched_depart': 1699816800, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'KAN', 'miles': 26, 'sched_arrive': 1699818240, 'sched_depart': 1699818300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'SAL', 'miles': 42, 'sched_arrive': 1699819200, 'sched_depart': 1699819260, 'arrive': {'variance': -60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'HPT', 'miles': 76, 'sched_arrive': 1699821240, 'sched_depart': 1699821300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'GRO', 'miles': 92, 'sched_arrive': 1699822320, 'sched_depart': 1699822440, 'arrive': {'variance': 120, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'BNC', 'miles': 113, 'sched_arrive': 1699823640, 'sched_depart': 1699823700, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'DNC', 'miles': 147, 'sched_arrive': 1699826340, 'sched_depart': 1699826460, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CYN', 'miles': 165, 'sched_arrive': 1699827600, 'sched_depart': 1699827720, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'RGH', 'miles': 173, 'sched_arrive': 1699828560, 'arrive': {'variance': 180, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",36.068626,-79.786906,0.06,POINT (-79.786906 36.068626),21
2023-11-12_AMTK_74,AMTRAK,2023-11-12,74,[74],Piedmont,CLT,RGH,False,1699823729,America/New_York,10,False,173,"{'latitude': 36.093528, 'longitude': -79.43436, 'heading': 135, 'speed': 0.0}","[{'code': 'CLT', 'miles': 0, 'sched_depart': 1699816800, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'KAN', 'miles': 26, 'sched_arrive': 1699818240, 'sched_depart': 1699818300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'SAL', 'miles': 42, 'sched_arrive': 1699819200, 'sched_depart': 1699819260, 'arrive': {'variance': -60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'HPT', 'miles': 76, 'sched_arrive': 1699821240, 'sched_depart': 1699821300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'GRO', 'miles': 92, 'sched_arrive': 1699822320, 'sched_depart': 1699822440, 'arrive': {'variance': 120, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'BNC', 'miles': 113, 'sched_arrive': 1699823640, 'sched_depart': 1699823700, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'DNC', 'miles': 147, 'sched_arrive': 1699826340, 'sched_depart': 1699826460, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CYN', 'miles': 165, 'sched_arrive': 1699827600, 'sched_depart': 1699827720, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'RGH', 'miles': 173, 'sched_arrive': 1699828560, 'arrive': {'variance': 180, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",36.093528,-79.43436,0.0,POINT (-79.43436 36.093528),21
2023-11-12_AMTK_74,AMTRAK,2023-11-12,74,[74],Piedmont,CLT,RGH,False,1699824988,America/New_York,10,False,173,"{'latitude': 36.085128, 'longitude': -79.230395, 'heading': 90, 'speed': 0.0}","[{'code': 'CLT', 'miles': 0, 'sched_depart': 1699816800, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'KAN', 'miles': 26, 'sched_arrive': 1699818240, 'sched_depart': 1699818300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'SAL', 'miles': 42, 'sched_arrive': 1699819200, 'sched_depart': 1699819260, 'arrive': {'variance': -60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'HPT', 'miles': 76, 'sched_arrive': 1699821240, 'sched_depart': 1699821300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'GRO', 'miles': 92, 'sched_arrive': 1699822320, 'sched_depart': 1699822440, 'arrive': {'variance': 120, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'BNC', 'miles': 113, 'sched_arrive': 1699823640, 'sched_depart': 1699823700, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'DNC', 'miles': 147, 'sched_arrive': 1699826340, 'sched_depart': 1699826460, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CYN', 'miles': 165, 'sched_arrive': 1699827600, 'sched_depart': 1699827720, 'arrive': {'variance': 0, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'RGH', 'miles': 173, 'sched_arrive': 1699828560, 'arrive': {'variance': 180, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",36.085128,-79.230395,0.0,POINT (-79.230395 36.085128),6
2023-11-12_AMTK_74,AMTRAK,2023-11-12,74,[74],Piedmont,CLT,RGH,False,1699825325,America/New_York,10,False,173,"{'latitude': 36.085376, 'longitude': -79.231845, 'heading': 90, 'speed': 0.0}","[{'code': 'CLT', 'miles': 0, 'sched_depart': 1699816800, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'KAN', 'miles': 26, 'sched_arrive': 1699818240, 'sched_depart': 1699818300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'SAL', 'miles': 42, 'sched_arrive': 1699819200, 'sched_depart': 1699819260, 'arrive': {'variance': -60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -60, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'HPT', 'miles': 76, 'sched_arrive': 1699821240, 'sched_depart': 1699821300, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'GRO', 'miles': 92, 'sched_arrive': 1699822320, 'sched_depart': 1699822440, 'arrive': {'variance': 120, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'BNC', 'miles': 113, 'sched_arrive': 1699823640, 'sched_depart': 1699823700, 'arrive': {'variance': 60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'DNC', 'miles': 147, 'sched_arrive': 1699826340, 'sched_depart': 1699826460, 'arrive': {'variance': -300, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': -300, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CYN', 'miles': 165, 'sched_arrive': 1699827600, 'sched_depart': 1699827720, 'arrive': {'variance': -240, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': -180, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'RGH', 'miles': 173, 'sched_arrive': 1699828560, 'arrive': {'variance': 0, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",36.085376,-79.231845,0.0,POINT (-79.231845 36.085376),0
2023-11-12_AMTK_75,AMTRAK,2023-11-12,75,[75],Piedmont,RGH,CLT,False,1699818514,America/New_York,10,False,173,"{'latitude': 36.068649, 'longitude': -79.786929, 'heading': 370, 'speed': 0.02}","[{'code': 'RGH', 'miles': 0, 'sched_depart': 1699812000, 'depart': {'variance': 0, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'CYN', 'miles': 8, 'sched_arrive': 1699812600, 'sched_depart': 1699812720, 'arrive': {'variance': -60, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -120, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'DNC', 'miles': 26, 'sched_arrive': 1699813800, 'sched_depart': 1699813920, 'arrive': {'variance': -720, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -780, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'BNC', 'miles': 60, 'sched_arrive': 1699816140, 'sched_depart': 1699816200, 'arrive': {'variance': -840, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -840, 'times_compared': 'DEPARTURE', 'type': 'ACTUAL'}}, {'code': 'GRO', 'miles': 81, 'sched_arrive': 1699817580, 'sched_depart': 1699817700, 'arrive': {'variance': -720, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ACTUAL'}, 'depart': {'variance': -720, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'HPT', 'miles': 97, 'sched_arrive': 1699818660, 'sched_depart': 1699818720, 'arrive': {'variance': -660, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': -660, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'SAL', 'miles': 131, 'sched_arrive': 1699820640, 'sched_depart': 1699820700, 'arrive': {'variance': -600, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': -600, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'KAN', 'miles': 147, 'sched_arrive': 1699821660, 'sched_depart': 1699821720, 'arrive': {'variance': -540, 'times_compared': 'ENROUTE_ARRIVAL', 'type': 'ESTIMATED'}, 'depart': {'variance': -540, 'times_compared': 'DEPARTURE', 'type': 'ESTIMATED'}}, {'code': 'CLT', 'miles': 173, 'sched_arrive': 1699823400, 'arrive': {'variance': -300, 'times_compared': 'TERMINAL_ARRIVAL', 'type': 'ESTIMATED'}}]",36.068649,-79.786929,0.02,POINT (-79.786929 36.068649),51
